id,original_language,overview,release_date,title,popularity,vote_average,vote_count,genre,director,year
9837,en,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",1998-12-16,The Prince of Egypt,21.594,7.282,4043,"Adventure, Animation, Drama, Family",Steve Hickner,1998
2640,en,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",1988-10-01,Heathers,5.5501,7.3,1750,"Comedy, Crime",Michael Lehmann,1989
837335,it,"Just out of jail, rumpled English archaeologist Arthur reconnects with his wayward crew of tombaroli accomplices – a happy-go-lucky collective of itinerant grave-robbers who survive by looting Etruscan tombs and fencing the ancient treasures they dig up.",2023-10-12,La Chimera,3.9549,7.3,452,"Drama, Fantasy, Comedy",Alice Rohrwacher,2023
60308,en,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",2011-09-23,Moneyball,11.0331,7.281,5305,Drama,Bennett Miller,2011
21956,en,"A friend of Fred's, Alejo Otero, invites the Scooby gang to Veracruz, Mexico. There they find a monster, El Chupacabra, terrorizing the town.",2003-09-30,Scooby-Doo! and the Monster of Mexico,3.7591,7.281,322,"Animation, Comedy, Family, Mystery",Scott Jeralds,2003
14621,en,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line.",1989-03-03,Lean On Me,1.9122,7.281,310,Drama,John G. Avildsen,1989
11499,en,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",2008-10-15,Frost/Nixon,1.3276,7.281,1208,,,
10397,en,"An Irish Catholic family returns to 1930s Limerick after a child's death in America. The unemployed I.R.A. veteran father struggles with poverty, prejudice, and alcoholism as the family endures harsh slum conditions.",1999-12-25,Angela's Ashes,1.5675,7.281,326,Drama,Alan Parker,1999
754609,en,A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.,2022-07-15,Mrs. Harris Goes to Paris,4.1599,7.28,447,"Drama, Comedy, History",Anthony Fabian,2022
79120,en,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",2011-10-23,Weekend,2.9283,7.28,536,"Drama, Romance",Andrew Haigh,2011
68734,en,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",2012-10-11,Argo,10.2492,7.28,8424,"Drama, Thriller",Ben Affleck,2012
11499,en,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",2008-10-15,Frost/Nixon,1.3276,7.28,1209,"Drama, History",Ron Howard,2008
987,en,A journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit.,1974-11-01,The Front Page,4.084,7.28,353,Comedy,Billy Wilder,1974
637693,en,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,2021-05-20,Spirit Untamed,5.4872,7.279,527,"Animation, Adventure, Family, Western",Elaine Bogan,2021
453278,en,"Once a rising star of the rodeo circuit, and a gifted horse trainer, young cowboy Brady is warned that his riding days are over after a horse crushed his skull at a rodeo. In an attempt to regain control of his own fate, Brady undertakes a search for a new identity and what it means to be a man in the heartland of the United States.",2018-03-28,The Rider,2.59,7.3,503,"Drama, Western",Chloé Zhao,2018
156022,en,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",2014-09-24,The Equalizer,20.5516,7.279,9287,"Thriller, Action, Crime",Antoine Fuqua,2014
15774,hi,"A successful Indian scientist returns home to his village to take his nanny back to America with him, and in the process rediscovers his roots.",2004-12-17,Swades,2.1783,7.3,331,"Drama, Music",Ashutosh Gowariker,2004
11943,en,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,1972-09-10,Jeremiah Johnson,1.9351,7.279,619,"Adventure, Western, Drama, Action",Sydney Pollack,1972
9325,en,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",1967-10-18,The Jungle Book,12.1866,7.279,6337,"Family, Animation, Adventure",Wolfgang Reitherman,1967
1262,en,Harold Crick is a lonely IRS agent whose mundane existence is transformed when he hears a mysterious voice narrating his life.,2006-09-09,Stranger Than Fiction,1.9993,7.279,2339,"Drama, Comedy, Romance, Fantasy",Marc Forster,2006
764,en,"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway.",1981-09-10,The Evil Dead,6.2895,7.279,4103,Horror,Sam Raimi,1981
583689,en,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",2021-03-03,Moxie,3.1745,7.278,807,"Comedy, Drama, Music",Amy Poehler,2021
298115,en,A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,2014-11-01,Dragons: Dawn of the Dragon Racers,4.3088,7.278,352,"Animation, Family, Adventure, Comedy, Fantasy",Elaine Bogan,2014
30497,en,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",1974-10-11,The Texas Chain Saw Massacre,8.5764,7.278,3438,Horror,Tobe Hooper,1974
34653,en,"The life of George Falconer, a British college professor, is reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of his close girl friend Charley, who is struggling with her own questions about life.",2009-12-11,A Single Man,3.6516,7.277,1567,"Drama, Romance",Tom Ford,2009
12614,en,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",1982-04-25,Victor/Victoria,1.3588,7.277,419,"Music, Comedy, Romance",Blake Edwards,1982
11190,ru,The relationships among two pre-pubescent brothers and their estranged father are tested on a trip into the Russian wilderness.,2003-06-25,The Return,1.3056,7.277,648,"Adventure, Fantasy, Action",Peter Jackson,2003
9550,zh,"In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",2004-05-19,House of Flying Daggers,3.8273,7.277,1667,"Adventure, Drama, Action",Zhang Yimou,2004
4107,en,The dramatised story of the Irish civil rights protest march on January 30 1972 which ended in a massacre by British troops.,2002-01-16,Bloody Sunday,2.8196,7.3,316,"Drama, History",Paul Greengrass,2002
498248,fr,A young girl from London moves to Africa with her parents where she befriends a lion cub.,2018-08-02,Mia and the White Lion,3.504,7.276,882,,,2018
36940,it,"The film tells the story of the Michelucci family, from the nineteen-seventies to the present day: the central character is the stunningly beautiful Anna, the lively, frivolous and sometimes embarrassing mother of Bruno and Valeria. Everything begins in the Summer of 1971, at the annual Summer beauty pageant held at Livorno’s most popular bathing establishment. Anna is unexpectedly crowned “Most Beautiful Mother”, unwittingly stirring the violent jealousy of her husband. From then on, chaos strikes the family and for Anna, Bruno and his sister Valeria, it is the start of an adventure that will only end thirty years later.",2010-01-15,The First Beautiful Thing,1.0865,7.276,509,"Comedy, Drama",Paolo Virzì,2010
14320,en,"In this Dickens adaptation, orphan Pip discovers through lawyer Mr. Jaggers that a mysterious benefactor wishes to ensure that he becomes a gentleman. Reunited with his childhood patron, Miss Havisham, and his first love, the beautiful but emotionally cold Estella, he discovers that the elderly spinster has gone mad from having been left at the altar as a young woman, and has made her charge into a warped, unfeeling heartbreaker.",1946-12-26,Great Expectations,1.289,7.3,343,"Drama, Romance",David Lean,1946
